"Country","timePeriod","no","asynchrony","AreaHarvested","propNo","propAsynchrony","metric"
"FRA",1978,19,0.413882554056099,3502180,0.981737041428744,0.994874453910814,"asynchronyWithin"
"FRA",1978,20,0.413984057745696,3535080,0.990959625265955,0.995118444450566,"asynchronyWithin"
"FRA",1978,21,0.41576524257903,3566370,0.999730891170707,0.999399985846816,"asynchronyWithin"
"FRA",1978,22,0.416014857381393,3567330,1,1,"asynchronyWithin"
"FRA",1988,1,0,75055,0.318152945575157,0,"asynchronyBetween"
"FRA",1988,2,0.3626969193,149415.952380952,0.633363871373225,0.686708719418639,"asynchronyBetween"
"FRA",1988,3,0.4874725983,185140.238095238,0.784796643721084,0.922951549674962,"asynchronyBetween"
"FRA",1988,4,0.5238685144,217268.095238095,0.920984404496753,0.991861406933569,"asynchronyBetween"
"FRA",1988,5,0.5281670511,228443.095238095,0.968354455350159,1,"asynchronyBetween"
"FRA",1988,6,0.5232280839,235908.54978355,1,0.990648854013681,"asynchronyBetween"
"FRA",1988,1,0,464830,0.101063621618566,0,"asynchronyWithin"
"FRA",1988,2,0.18030447068526,895980,0.19480451713057,0.490577592285243,"asynchronyWithin"
"FRA",1988,3,0.194234773290329,1324300,0.287930112319487,0.528479560471762,"asynchronyWithin"
"FRA",1988,4,0.229426671717109,1733110,0.376813831429454,0.624230690394064,"asynchronyWithin"
"FRA",1988,5,0.236737850792435,2120700,0.461083885219312,0.644123156808837,"asynchronyWithin"
"FRA",1988,6,0.260088621612384,2440840,0.530688918941249,0.707656605997968,"asynchronyWithin"
"FRA",1988,7,0.253623734896763,2756620,0.599345998808535,0.690066756188406,"asynchronyWithin"
"FRA",1988,8,0.256785049788937,3037030,0.660312911740278,0.698668152717089,"asynchronyWithin"
"FRA",1988,9,0.297756725438135,3282700,0.713726632720062,0.810145066825124,"asynchronyWithin"
"FRA",1988,10,0.289493461088694,3513930,0.764000800107841,0.787662139399318,"asynchronyWithin"
"FRA",1988,11,0.319101494019708,3730710,0.811133239697524,0.868220527399324,"asynchronyWithin"
"FRA",1988,12,0.318190484371041,3912290,0.850612473855172,0.865741826132,"asynchronyWithin"
"FRA",1988,13,0.328382850395826,4044160,0.879283729546156,0.89347350890795,"asynchronyWithin"
"FRA",1988,14,0.34378221248771,4175580,0.907857145963152,0.935372536419876,"asynchronyWithin"
"FRA",1988,15,0.349168645580225,4271790,0.928775182742022,0.950028098578089,"asynchronyWithin"
"FRA",1988,16,0.355455901944825,4356210,0.947129830542377,0.967134646617099,"asynchronyWithin"
"FRA",1988,17,0.357260580544362,4437600,0.964825693897873,0.972044868082183,"asynchronyWithin"
"FRA",1988,18,0.360855544735017,4487200,0.975609756097561,0.981826150100876,"asynchronyWithin"
"FRA",1988,19,0.36316457271764,4529200,0.984741421669877,0.988108619880626,"asynchronyWithin"
"FRA",1988,20,0.36548046197545,4570170,0.993649144015063,0.994409758015349,"asynchronyWithin"
"FRA",1988,21,0.367225595714107,4598320,0.999769534154603,0.999157968109487,"asynchronyWithin"
"FRA",1988,22,0.367535071965584,4599380,1,1,"asynchronyWithin"
"FRA",1998,1,0,217046.272727273,0.434026762433277,0,"asynchronyBetween"
"FRA",1998,2,0.0778023501,291287.909090909,0.582487533787536,0.157694300884009,"asynchronyBetween"
"FRA",1998,3,0.3568435544,355732.045454545,0.711356274596846,0.723271144942867,"asynchronyBetween"
"FRA",1998,4,0.4755894436,414036.664502165,0.827947841557047,0.963952177793107,"asynchronyBetween"
"FRA",1998,5,0.4878745211,445545.433732934,0.890955830248343,0.988852283062142,"asynchronyBetween"
"FRA",1998,6,0.4834467645,476339.433732934,0.952534497112457,0.979877850019643,"asynchronyBetween"
"FRA",1998,7,0.4838012444,485673.933732934,0.971200667984805,0.980596330373207,"asynchronyBetween"
"FRA",1998,8,0.4850972681,493271.6003996,0.986393698595029,0.983223186130622,"asynchronyBetween"
"FRA",1998,9,0.4933745206,500075.782217782,1,1,"asynchronyBetween"
"FRA",1998,1,0,1371928,0.136067386645059,0,"asynchronyWithin"
"FRA",1998,2,0.113676603607536,2313006,0.229403206082492,0.306990248406917,"asynchronyWithin"
"FRA",1998,3,0.180069467946074,3246230,0.321960068275295,0.486288021817729,"asynchronyWithin"
"FRA",1998,4,0.212630249877935,3977349,0.394472220266178,0.574220298261313,"asynchronyWithin"
"FRA",1998,5,0.235473348298075,4681663,0.46432586080528,0.63590940785675,"asynchronyWithin"
"FRA",1998,6,0.295060817116044,5381566,0.53374201975461,0.796828816722297,"asynchronyWithin"
"FRA",1998,7,0.289098868236259,6044219,0.599463735444142,0.780728228654822,"asynchronyWithin"
"FRA",1998,8,0.291905261002173,6616280,0.656200565125844,0.788307054772023,"asynchronyWithin"
"FRA",1998,9,0.303303138800686,7153169,0.709449046932819,0.81908768355257,"asynchronyWithin"
"FRA",1998,10,0.327964150775086,7677611,0.761463039202754,0.885686173934326,"asynchronyWithin"
"FRA",1998,11,0.334724575216176,8119593,0.805298674661872,0.90394309147623,"asynchronyWithin"
"FRA",1998,12,0.343945745237426,8557984,0.848778155872776,0.928845394901823,"asynchronyWithin"
"FRA",1998,13,0.339490517379121,8973156,0.889954783981687,0.916813794171982,"asynchronyWithin"
"FRA",1998,14,0.348737987910777,9210932,0.913537332721064,0.941787123648378,"asynchronyWithin"
"FRA",1998,15,0.351121878948427,9402564,0.932543334083793,0.948224959391166,"asynchronyWithin"
"FRA",1998,16,0.355833505519622,9589163,0.951050164092789,0.960948979687245,"asynchronyWithin"
"FRA",1998,17,0.356734019410886,9737363,0.96574859338412,0.963380869578392,"asynchronyWithin"
"FRA",1998,18,0.362581653700957,9848781,0.976798995508152,0.979172744479048,"asynchronyWithin"
"FRA",1998,19,0.36699374989559,9946679,0.986508488293326,0.991087865654395,"asynchronyWithin"
"FRA",1998,20,0.3698437695364,10015809,0.993364779905402,0.998784508672667,"asynchronyWithin"
"FRA",1998,21,0.370259785769316,10082085,0.999938012696983,0.999907984591467,"asynchronyWithin"
"FRA",1998,22,0.370293858509984,10082710,1,1,"asynchronyWithin"
"HUN",1998,1,0,48114.2857142857,0.497566092229962,0,"asynchronyBetween"
"HUN",1998,2,0.4486190495,66015.7142857143,0.68269081615317,1,"asynchronyBetween"
"HUN",1998,3,0.4304781242,77125.7142857143,0.797583081570997,0.959562739655798,"asynchronyBetween"
"HUN",1998,4,0.4098646015,85522.8571428571,0.884420774270751,0.913613904618645,"asynchronyBetween"
"HUN",1998,5,0.4046697783,90684.2857142857,0.93779685180124,0.902034317871738,"asynchronyBetween"
"HUN",1998,6,0.4180254554,95404.2857142857,0.986607967262279,0.931804959833744,"asynchronyBetween"
"HUN",1998,7,0.4222795713,96699.2857142857,1,0.94128765100511,"asynchronyBetween"
"HUN",1998,1,0,121080,0.202123397435897,0,"asynchronyWithin"
"HUN",1998,2,0.125681198937483,227810,0.380291800213675,0.559770415113332,"asynchronyWithin"
"HUN",1998,3,0.143755633414399,320300,0.534688835470085,0.640271983968628,"asynchronyWithin"
"HUN",1998,4,0.215712042467542,408780,0.682391826923077,0.960758017729165,"asynchronyWithin"
"HUN",1998,5,0.20470738496438,495200,0.826655982905983,0.911744467963543,"asynchronyWithin"
"HUN",1998,6,0.212206352022152,562200,0.938501602564103,0.945144053091136,"asynchronyWithin"
"HUN",1998,7,0.224522760660792,599040,1,1,"asynchronyWithin"
"HUN",2008,1,0,148951.285714286,0.629161866959044,0,"asynchronyBetween"
"HUN",2008,2,0.0465782861,190315.857142857,0.803883493973941,0.217521975187416,"asynchronyBetween"
"HUN",2008,3,0.1555688388,224000.428571429,0.94616523223545,0.72651108331332,"asynchronyBetween"
"HUN",2008,4,0.1692921346,231835.761904762,0.979261240266575,0.790599281021762,"asynchronyBetween"
"HUN",2008,5,0.1842386728,234515.428571429,0.990580001798193,0.860400056956242,"asynchronyBetween"
"HUN",2008,6,0.2141314047,236745.571428571,1,1,"asynchronyBetween"
"HUN",2008,1,0,364063,0.221085878214907,0,"asynchronyWithin"
"HUN",2008,2,0.0574686042448726,645514,0.392003663074845,0.344662275873942,"asynchronyWithin"
"HUN",2008,3,0.0907852352518874,909533,0.55233545312333,0.544475478547202,"asynchronyWithin"
"HUN",2008,4,0.146525066284271,1155039,0.701424785510936,0.878769607887648,"asynchronyWithin"
"HUN",2008,5,0.166738886926782,1354661,0.82264997230832,1,"asynchronyWithin"
"HUN",2008,6,0.158203718532931,1552366,0.942711015458759,0.948811170860225,"asynchronyWithin"
"HUN",2008,7,0.164140428767547,1646704,1,0.98441600392609,"asynchronyWithin"
"ITA",1978,1,0,44035,0.533903503037075,0,"asynchronyBetween"
"ITA",1978,2,0.5243602124,65608.3333333333,0.795469944250954,0.910782663153701,"asynchronyBetween"
"ITA",1978,3,0.5757248503,74553.3333333333,0.903923829448334,1,"asynchronyBetween"
"ITA",1978,4,0.5701340933,82477.4509803922,1,0.990289185889602,"asynchronyBetween"
"ITA",1978,1,0,148330,0.195253264532435,0,"asynchronyWithin"
"ITA",1978,2,0.191478767911568,288220,0.379396588037068,0.375834549287251,"asynchronyWithin"
"ITA",1978,3,0.253833904127052,356420,0.469171229991575,0.498225218346262,"asynchronyWithin"
"ITA",1978,4,0.289844295706545,424110,0.558274536647009,0.56890641938254,"asynchronyWithin"
"ITA",1978,5,0.363683427754259,472440,0.621893428812131,0.713837876878291,"asynchronyWithin"
"ITA",1978,6,0.394223599878239,514680,0.677495787700084,0.773782130492207,"asynchronyWithin"
"ITA",1978,7,0.424950152265165,555760,0.731571187868576,0.834092211309234,"asynchronyWithin"
"ITA",1978,8,0.444043610332597,591280,0.778327716933446,0.871568853160317,"asynchronyWithin"
"ITA",1978,9,0.446095751812219,625920,0.823925863521483,0.875596796709773,"asynchronyWithin"
"ITA",1978,10,0.463402783710202,660190,0.869036962931761,0.909567041054998,"asynchronyWithin"
"ITA",1978,11,0.470526193881056,688500,0.906302653748947,0.923548871417452,"asynchronyWithin"
"ITA",1978,12,0.473060806541286,709410,0.933827401010952,0.928523809459749,"asynchronyWithin"
"ITA",1978,13,0.483408966626311,730120,0.961088879528222,0.948835179351703,"asynchronyWithin"
"ITA",1978,14,0.498639184545671,743650,0.97889901010952,0.978729052963386,"asynchronyWithin"
"ITA",1978,15,0.506129026377992,755740,0.994813605728728,0.99343011543619,"asynchronyWithin"
"ITA",1978,16,0.508781126929456,758990,0.999091722830665,0.9986356587259,"asynchronyWithin"
"ITA",1978,17,0.50947622637327,759680,1,1,"asynchronyWithin"
"ITA",1988,1,0,70046.6666666667,1,NA,"asynchronyBetween"
"ITA",1988,1,0,114790,0.546254877700581,0,"asynchronyWithin"
"ITA",1988,2,0.2007250592,206990,0.985009993337775,0.751760690994898,"asynchronyWithin"
"ITA",1988,3,0.2670065908,210140,1,1,"asynchronyWithin"
"ITA",1998,1,0,123648,0.462143896706968,0,"asynchronyBetween"
"ITA",1998,2,0.081348511,194101.333333333,0.725468641164312,0.196588430429237,"asynchronyBetween"
"ITA",1998,3,0.2550712357,217227.333333333,0.811903842342215,0.61641022383199,"asynchronyBetween"
"ITA",1998,4,0.3027497614,235343.696969697,0.879615142849053,0.731631097789265,"asynchronyBetween"
"ITA",1998,5,0.3732157906,252967.03030303,0.945483704731433,0.901920706151105,"asynchronyBetween"
"ITA",1998,6,0.4016508919,260467.03030303,0.973515530764221,0.970637537780185,"asynchronyBetween"
"ITA",1998,7,0.4044539107,265903.03030303,0.993832998272786,0.977411368789282,"asynchronyBetween"
"ITA",1998,8,0.4138011114,267553.03030303,1,1,"asynchronyBetween"
"ITA",1998,1,0,460950,0.22608222241841,0,"asynchronyWithin"
"ITA",1998,2,0.528438427792791,818090,0.401248737039326,0.950302537870149,"asynchronyWithin"
"ITA",1998,3,0.43061711401507,1074870,0.527191665930961,0.774388301032681,"asynchronyWithin"
"ITA",1998,4,0.454484265835436,1308380,0.641721354090031,0.817309129181689,"asynchronyWithin"
"ITA",1998,5,0.484959423912176,1526170,0.748540851260018,0.872113281452151,"asynchronyWithin"
"ITA",1998,6,0.485179586094797,1647960,0.808275212618816,0.872509203985191,"asynchronyWithin"
"ITA",1998,7,0.494735780681232,1768080,0.867190488802566,0.889694320529047,"asynchronyWithin"
"ITA",1998,8,0.516406138294912,1862480,0.913490872350235,0.928664604962844,"asynchronyWithin"
"ITA",1998,9,0.539187030953352,1954000,0.958378701823568,0.969631989183341,"asynchronyWithin"
"ITA",1998,10,0.555665039783221,2037890,0.999524243940241,0.999264757707532,"asynchronyWithin"
"ITA",1998,11,0.555971500319879,2038640,0.999892096563766,0.999815872483495,"asynchronyWithin"
"ITA",1998,12,0.556073888824021,2038860,1,1,"asynchronyWithin"
"NLD",1978,1,0,15116.6666666667,0.443745005626315,0,"asynchronyBetween"
"NLD",1978,2,0.8112799046,27261.1111111111,0.800241360752785,0.912664828309128,"asynchronyBetween"
"NLD",1978,3,0.8823674791,31691.1111111111,0.930282620394984,0.992636153382123,"asynchronyBetween"
"NLD",1978,4,0.8889133003,34066.1111111111,1,1,"asynchronyBetween"
"NLD",1978,1,0,77370,0.266820705590233,0,"asynchronyWithin"
"NLD",1978,2,0.193888374876148,131730,0.454288374659448,0.686492370995492,"asynchronyWithin"
"NLD",1978,3,0.18480712359867,177390,0.611752939959306,0.654338768567991,"asynchronyWithin"
"NLD",1978,4,0.230268895817403,208590,0.719350277614926,0.815303343262223,"asynchronyWithin"
"NLD",1978,5,0.248371755019882,233030,0.803634858778494,0.879399371420929,"asynchronyWithin"
"NLD",1978,6,0.247229335222096,257420,0.887747008311205,0.875354453946352,"asynchronyWithin"
"NLD",1978,7,0.27639741987259,275410,0.949787909094044,0.978628657992393,"asynchronyWithin"
"NLD",1978,8,0.281332286400884,289590,0.998689519605476,0.996101331254619,"asynchronyWithin"
"NLD",1978,9,0.282433400672739,289970,1,1,"asynchronyWithin"
"NLD",1988,1,0,15980,0.50645749148245,0,"asynchronyBetween"
"NLD",1988,2,0.167788196,25932.5,0.821884161318438,0.382046370704081,"asynchronyBetween"
"NLD",1988,3,0.4301239019,29482.5,0.934395055859282,0.979373278880555,"asynchronyBetween"
"NLD",1988,4,0.4391828031,31552.5,1,1,"asynchronyBetween"
"NLD",1988,1,0,59240,0.174296810639049,0,"asynchronyWithin"
"NLD",1988,2,0.15855743423948,116260,0.342061904201483,0.353407671325325,"asynchronyWithin"
"NLD",1988,3,0.389605130578735,158760,0.467106037424974,0.868388433469906,"asynchronyWithin"
"NLD",1988,4,0.418471388838352,199650,0.587413204660468,0.932728255568683,"asynchronyWithin"
"NLD",1988,5,0.444521649122565,231290,0.680504884076733,0.990791517430988,"asynchronyWithin"
"NLD",1988,6,0.439196080870535,255290,0.751118041661763,0.97892139173514,"asynchronyWithin"
"NLD",1988,7,0.440995136791258,277750,0.817200188301754,0.982931296200209,"asynchronyWithin"
"NLD",1988,8,0.436438376186911,299630,0.881575850300106,0.972774761051329,"asynchronyWithin"
"NLD",1988,9,0.448653063033038,315090,0.927062492644463,1,"asynchronyWithin"
"NLD",1988,10,0.441151701430258,327780,0.964399199717547,0.983280262142716,"asynchronyWithin"
"NLD",1988,11,0.446998521514079,339590,0.999146757679181,0.996312202779194,"asynchronyWithin"
"NLD",1988,12,0.447450242583718,339880,1,0.997319041039887,"asynchronyWithin"
"NLD",1998,1,0,13851.6666666667,0.360537685083124,0,"asynchronyBetween"
"NLD",1998,2,0.5791205438,24905.8333333333,0.648260726391488,1,"asynchronyBetween"
"NLD",1998,3,0.5455476207,34139.4696969697,0.888598150006803,0.942027746279375,"asynchronyBetween"
"NLD",1998,4,0.5698360997,38419.4696969697,1,0.983968028419302,"asynchronyBetween"
"NLD",1998,1,0,80320,0.177777777777778,0,"asynchronyWithin"
"NLD",1998,2,0.188707599904149,145820,0.322753430721558,0.516668245806239,"asynchronyWithin"
"NLD",1998,3,0.257811562680859,207300,0.458831341301461,0.705870075749693,"asynchronyWithin"
"NLD",1998,4,0.331084431869538,256320,0.567330677290837,0.906486080659587,"asynchronyWithin"
"NLD",1998,5,0.344304145005503,302550,0.669654714475432,0.942680733124512,"asynchronyWithin"
"NLD",1998,6,0.333561874125013,336980,0.745861000442674,0.913269144748542,"asynchronyWithin"
"NLD",1998,7,0.338257267044392,366730,0.811708720672864,0.926124803048784,"asynchronyWithin"
"NLD",1998,8,0.361348419383757,395130,0.874568393094289,0.989346767500053,"asynchronyWithin"
"NLD",1998,9,0.364664433967783,416300,0.921425409473218,0.998425784132486,"asynchronyWithin"
"NLD",1998,10,0.364427109371119,435620,0.964187693669765,0.997776005940685,"asynchronyWithin"
"NLD",1998,11,0.364546102075436,451070,0.99838424081452,0.998101799665126,"asynchronyWithin"
"NLD",1998,12,0.365239399626116,451800,1,1,"asynchronyWithin"
"NLD",2008,1,0,14139.9090909091,0.367561116822043,0,"asynchronyBetween"
"NLD",2008,2,0.6411432564,27242,0.708144577174388,1,"asynchronyBetween"
"NLD",2008,3,0.5197453163,33856.5454545455,0.880086963713918,0.810653954653371,"asynchronyBetween"
"NLD",2008,4,0.6139651568,37190.5454545455,0.966752921437264,0.957609942351099,"asynchronyBetween"
"NLD",2008,5,0.6164963518,38469.5454545455,1,0.961557882183162,"asynchronyBetween"
"NLD",2008,1,0,77940,0.191479482410863,0,"asynchronyWithin"
"NLD",2008,2,0.111324895157095,141829,0.348439100729411,0.378139026302167,"asynchronyWithin"
"NLD",2008,3,0.15074270465293,195077,0.47925638940549,0.512030121197751,"asynchronyWithin"
"NLD",2008,4,0.206593011979416,239695,0.588871882685037,0.701737740516072,"asynchronyWithin"
"NLD",2008,5,0.238430269846792,280965,0.690262160322916,0.809879856195695,"asynchronyWithin"
"NLD",2008,6,0.237946227314285,310836,0.763647888050589,0.808235701295098,"asynchronyWithin"
"NLD",2008,7,0.272543268509899,336037,0.825560570065423,0.925752016510882,"asynchronyWithin"
"NLD",2008,8,0.271291128257783,359667,0.883613690021398,0.921498851977824,"asynchronyWithin"
"NLD",2008,9,0.284979245632609,378944,0.930972555590223,0.967993496043935,"asynchronyWithin"
"NLD",2008,10,0.284528463586928,395272,0.971086450750661,0.966462317563259,"asynchronyWithin"
"NLD",2008,11,0.294402025217403,407041,1,1,"asynchronyWithin"
"POL",1998,1,0,150095,0.457695664934877,0,"asynchronyBetween"
"POL",1998,2,0.1488266926,219215.625,0.668470243835502,0.320846645340826,"asynchronyBetween"
"POL",1998,3,0.4345153139,275621.25,0.840472042965668,0.936745810704328,"asynchronyBetween"
"POL",1998,4,0.4451488241,308530.625,0.940825007909312,0.959669965076536,"asynchronyBetween"
"POL",1998,5,0.4638561592,327936.25,1,1,"asynchronyBetween"
"POL",1998,1,0,579890,0.110518812726559,0,"asynchronyWithin"
"POL",1998,2,0.156896781464388,1159660,0.221014755154394,0.491071952950797,"asynchronyWithin"
"POL",1998,3,0.170534858758314,1667100,0.317725625026206,0.533757833366659,"asynchronyWithin"
"POL",1998,4,0.215542942762531,2137360,0.407350514009964,0.674628841071435,"asynchronyWithin"
"POL",1998,5,0.224153874351301,2549820,0.485959542441557,0.701580235182618,"asynchronyWithin"
"POL",1998,6,0.226368137360112,2958660,0.563878650194969,0.708510667087813,"asynchronyWithin"
"POL",1998,7,0.221876512246536,3272270,0.623648270052487,0.694452309128782,"asynchronyWithin"
"POL",1998,8,0.279903753009651,3570230,0.680435221784722,0.876072035039836,"asynchronyWithin"
"POL",1998,9,0.289324498280433,3862930,0.736219692089545,0.905558068693274,"asynchronyWithin"
"POL",1998,10,0.287630115195182,4135410,0.788150517059337,0.900254811335443,"asynchronyWithin"
"POL",1998,11,0.293393157524696,4375850,0.833974972269763,0.918292583845995,"asynchronyWithin"
"POL",1998,12,0.300414067446355,4611720,0.878928450270441,0.94026736187867,"asynchronyWithin"
"POL",1998,13,0.304263464952844,4823240,0.91924116348833,0.952315608716825,"asynchronyWithin"
"POL",1998,14,0.307953082660684,4972720,0.947729932265799,0.96386376003338,"asynchronyWithin"
"POL",1998,15,0.319498559267359,5118690,0.975549744805583,1,"asynchronyWithin"
"POL",1998,16,0.317517917232409,5246980,1,0.993800779447983,"asynchronyWithin"
"POL",2008,1,0,150170.4,0.49980197018037,0,"asynchronyBetween"
"POL",2008,2,0.104804382,221400.4,0.736871954251451,0.164948353912579,"asynchronyBetween"
"POL",2008,3,0.5383062403,286398.5,0.953200727684702,0.84722343230223,"asynchronyBetween"
"POL",2008,4,0.6353769499,300459.8,1,1,"asynchronyBetween"
"POL",2008,1,0,528067,0.175752962625949,0,"asynchronyWithin"
"POL",2008,2,0.108047468166737,1001842,0.333436286651326,0.262096267444665,"asynchronyWithin"
"POL",2008,3,0.111113071205502,1448994,0.482258857923756,0.269532657464349,"asynchronyWithin"
"POL",2008,4,0.204129320565288,1790336,0.595865403624711,0.495166928979908,"asynchronyWithin"
"POL",2008,5,0.286124808863329,2096450,0.697747252710679,0.694067576953029,"asynchronyWithin"
"POL",2008,6,0.30176893012883,2360965,0.785783988407101,0.7320163217104,"asynchronyWithin"
"POL",2008,7,0.356083759292341,2618749,0.87158049096751,0.86377057965083,"asynchronyWithin"
"POL",2008,8,0.391602556527574,2761465,0.919079690527651,0.949930341998176,"asynchronyWithin"
"POL",2008,9,0.40512045042247,2885008,0.960197670370545,0.982721388319575,"asynchronyWithin"
"POL",2008,10,0.412243444823374,3004598,1,1,"asynchronyWithin"
"PRT",1988,1,0,15360,0.868041819723086,0,"asynchronyBetween"
"PRT",1988,2,0.0654403407,17265,0.975699350098898,0.605798181030817,"asynchronyBetween"
"PRT",1988,3,0.1080233364,17695,1,1,"asynchronyBetween"
"PRT",1988,1,0,43530,0.865063593004769,0,"asynchronyWithin"
"PRT",1988,2,0.0401450368237573,48280,0.959459459459459,0.580073652180053,"asynchronyWithin"
"PRT",1988,3,0.0692067924010731,50320,1,1,"asynchronyWithin"
"PRT",1998,1,0,6666.5,0.4701892559069,0,"asynchronyBetween"
"PRT",1998,2,0.3402574734,13053.8333333333,0.920688844481016,0.648682355049562,"asynchronyBetween"
"PRT",1998,3,0.3775426159,13929.3333333333,0.982437992241683,0.71976445003951,"asynchronyBetween"
"PRT",1998,4,0.5245363478,14178.3333333333,1,1,"asynchronyBetween"
"PRT",1998,1,0,29266,0.848412813451225,0,"asynchronyWithin"
"PRT",1998,2,0.15631670381888,33025,0.957385128279461,0.664633466130948,"asynchronyWithin"
"PRT",1998,3,0.235192345532721,34495,1,1,"asynchronyWithin"
"PRT",2008,1,0,16502.8333333333,0.322198775529462,0,"asynchronyBetween"
"PRT",2008,2,0.3846369501,26076.2333333333,0.509108362225914,0.599324154722895,"asynchronyBetween"
"PRT",2008,3,0.4366902442,33393.9833333333,0.651978985833823,0.680431277891676,"asynchronyBetween"
"PRT",2008,4,0.442267435,39858.65,0.778194141870027,0.689121408054858,"asynchronyBetween"
"PRT",2008,5,0.5846688748,44652.25,0.87178364975522,0.911004985587567,"asynchronyBetween"
"PRT",2008,6,0.5877741205,48836.9166666667,0.953484437054307,0.915843441055445,"asynchronyBetween"
"PRT",2008,7,0.6417844952,50987.4166666667,0.995470467742539,1,"asynchronyBetween"
"PRT",2008,8,0.6416393823,51219.4166666667,1,0.999773891546017,"asynchronyBetween"
"PRT",2008,1,0,116035,0.465708506249047,0,"asynchronyWithin"
"PRT",2008,2,0.0764091487586872,176207,0.707209882885559,0.314412661769525,"asynchronyWithin"
"PRT",2008,3,0.143939004771413,235445,0.944962634151823,0.592288310468726,"asynchronyWithin"
"PRT",2008,4,0.23098075342777,246209,0.988164136812785,0.950452592164215,"asynchronyWithin"
"PRT",2008,5,0.240945714594884,248048,0.995544995544996,0.991456974700622,"asynchronyWithin"
"PRT",2008,6,0.243021856462949,249158,1,1,"asynchronyWithin"
"ROU",1998,1,0,261833.5,0.669906556562332,0,"asynchronyBetween"
"ROU",1998,2,0.0405811427,311650.875,0.797365365856118,0.112205953700019,"asynchronyBetween"
"ROU",1998,3,0.0697498981,346109.625,0.885528807722579,0.192856911266563,"asynchronyBetween"
"ROU",1998,4,0.1167390834,363178.196428571,0.929199109311767,0.322780959713168,"asynchronyBetween"
"ROU",1998,5,0.2027624894,376934.196428571,0.964394126725778,0.560633757060688,"asynchronyBetween"
"ROU",1998,6,0.2598723027,384658.529761905,0.984156997195267,0.718541116011339,"asynchronyBetween"
"ROU",1998,7,0.3616665726,390242.279761905,0.99844313985923,1,"asynchronyBetween"
"ROU",1998,8,0.3615344484,390850.779761905,1,0.999634679536319,"asynchronyBetween"
"ROU",1998,1,0,779012,0.253182279983438,0,"asynchronyWithin"
"ROU",1998,2,0.0531861319468925,1338488,0.435014407442339,0.218334119086578,"asynchronyWithin"
"ROU",1998,3,0.0969263065007567,1820177,0.591565422398389,0.397891686639091,"asynchronyWithin"
"ROU",1998,4,0.175610662963936,2182378,0.709282318918958,0.720898437185202,"asynchronyWithin"
"ROU",1998,5,0.204702771004477,2508317,0.815213908105673,0.840324301576799,"asynchronyWithin"
"ROU",1998,6,0.224334745207082,2781222,0.90390921718805,0.920915418782617,"asynchronyWithin"
"ROU",1998,7,0.243537222249436,3041930,0.988640448349985,0.999743409385674,"asynchronyWithin"
"ROU",1998,8,0.243599727653204,3076882,1,1,"asynchronyWithin"
"ROU",2008,1,0,310380.625,0.443635710445854,0,"asynchronyBetween"
"ROU",2008,2,0.2018009486,570649.25,0.815644937370506,0.813056619551221,"asynchronyBetween"
"ROU",2008,3,0.2101280455,629271.5,0.899435359297405,0.846606517622362,"asynchronyBetween"
"ROU",2008,4,0.2315189868,678337.75,0.969567123087957,0.932790683470215,"asynchronyBetween"
"ROU",2008,5,0.2357551831,690929.035714286,0.987564200010152,0.949858330908585,"asynchronyBetween"
"ROU",2008,6,0.244623727,697056.035714286,0.996321692517623,0.985589720546243,"asynchronyBetween"
"ROU",2008,7,0.2449243102,698685.321428571,0.998650476169555,0.986800771149233,"asynchronyBetween"
"ROU",2008,8,0.2482003636,699629.488095238,1,1,"asynchronyBetween"
"ROU",2008,1,0,1378366,0.24806732537629,0,"asynchronyWithin"
"ROU",2008,2,0.0820983152546493,2626807,0.472751784917588,0.412291587775877,"asynchronyWithin"
"ROU",2008,3,0.111155358953306,3438633,0.618857757127387,0.558213884054835,"asynchronyWithin"
"ROU",2008,4,0.125894252057897,4162236,0.749086057045014,0.63223150087562,"asynchronyWithin"
"ROU",2008,5,0.179537073074639,4778992,0.860084885607079,0.901621728691743,"asynchronyWithin"
"ROU",2008,6,0.189735925740503,5220004,0.93945470994898,0.952839602603757,"asynchronyWithin"
"ROU",2008,7,0.194906927636649,5518146,0.993111930543755,0.978807986675236,"asynchronyWithin"
"ROU",2008,8,0.199126825986268,5556419,1,1,"asynchronyWithin"
"SWE",2008,1,0,67735.8333333333,0.456425290912654,0,"asynchronyBetween"
"SWE",2008,2,0.5721558966,110575.083333333,0.74508959430298,0.792186782893338,"asynchronyBetween"
"SWE",2008,3,0.7134077087,127710.583333333,0.860553967996379,0.987759037361567,"asynchronyBetween"
"SWE",2008,4,0.7170985565,144801.083333333,0.97571511757515,0.992869254458351,"asynchronyBetween"
"SWE",2008,5,0.7222487284,148405.083333333,1,1,"asynchronyBetween"
"SWE",2008,1,0,294510,0.323221437029932,0,"asynchronyWithin"
"SWE",2008,2,0.217566633752548,577092,0.633352027226503,0.717437752374377,"asynchronyWithin"
"SWE",2008,3,0.260992125738431,746053,0.818784838411231,0.860635662958121,"asynchronyWithin"
"SWE",2008,4,0.281154573936197,822761,0.90297101202738,0.927122427347838,"asynchronyWithin"
"SWE",2008,5,0.28547323892073,865839,0.950248636095749,0.941363458917438,"asynchronyWithin"
"SWE",2008,6,0.287599584205246,893800,0.980935521433408,0.948375197598977,"asynchronyWithin"
"SWE",2008,7,0.300053068062226,905771,0.994073560286708,0.989441234764142,"asynchronyWithin"
